date,category_code,data_type_code,value_units,seasonally_adjusted,source,extraction_timestamp
2022-02-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-03-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-04-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-05-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-06-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-07-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-08-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-09-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-10-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-11-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-12-01,UNDERCONST,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2022-01-01,UNDERCONST,TOTAL,437.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-02-01,UNDERCONST,TOTAL,445.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-03-01,UNDERCONST,TOTAL,463.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-04-01,UNDERCONST,TOTAL,472.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-05-01,UNDERCONST,TOTAL,469.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-06-01,UNDERCONST,TOTAL,466.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-07-01,UNDERCONST,TOTAL,469.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-08-01,UNDERCONST,TOTAL,474.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-09-01,UNDERCONST,TOTAL,475.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-10-01,UNDERCONST,TOTAL,469.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-11-01,UNDERCONST,TOTAL,473.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2022-12-01,UNDERCONST,TOTAL,470.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,ACOMPLETIONS,MULTI,344.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,ACOMPLETIONS,MULTI,518.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,ACOMPLETIONS,MULTI,459.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,ACOMPLETIONS,MULTI,438.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,ACOMPLETIONS,MULTI,482.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,ACOMPLETIONS,MULTI,462.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,ACOMPLETIONS,MULTI,335.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,ACOMPLETIONS,MULTI,401.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,ACOMPLETIONS,MULTI,377.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,ACOMPLETIONS,MULTI,481.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,ACOMPLETIONS,MULTI,521.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,ACOMPLETIONS,E_MULTI,16.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,ACOMPLETIONS,E_MULTI,16.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,ACOMPLETIONS,E_MULTI,15.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,ACOMPLETIONS,E_MULTI,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,ACOMPLETIONS,E_MULTI,15.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,ACOMPLETIONS,SINGLE,136.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,ACOMPLETIONS,SINGLE,123.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,ACOMPLETIONS,SINGLE,132.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,ACOMPLETIONS,SINGLE,125.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,ACOMPLETIONS,SINGLE,136.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,ACOMPLETIONS,SINGLE,152.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,ACOMPLETIONS,SINGLE,133.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,ACOMPLETIONS,SINGLE,116.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,TOTAL,14.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,TOTAL,17.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,TOTAL,19.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,STARTS,TOTAL,15.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,STARTS,TOTAL,12.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,E_TOTAL,14.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,STARTS,E_TOTAL,16.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,STARTS,E_TOTAL,15.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,E_TOTAL,14.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,E_TOTAL,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,STARTS,E_TOTAL,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,STARTS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,TOTAL,8.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,TOTAL,6.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,TOTAL,14.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,TOTAL,10.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,STARTS,TOTAL,8.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,STARTS,TOTAL,9.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,TOTAL,10.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,TOTAL,11.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,TOTAL,7.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,TOTAL,6.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,STARTS,TOTAL,11.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,STARTS,TOTAL,9.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,E_TOTAL,21.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,E_TOTAL,21.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,E_TOTAL,23.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,E_TOTAL,24.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,STARTS,E_TOTAL,22.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,STARTS,E_TOTAL,18.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,E_TOTAL,19.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,E_TOTAL,20.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,E_TOTAL,22.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,E_TOTAL,20.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,STARTS,E_TOTAL,21.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,STARTS,E_TOTAL,22.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,TOTAL,59.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,TOTAL,59.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,TOTAL,69.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,TOTAL,66.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,STARTS,TOTAL,79.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,STARTS,TOTAL,75.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,TOTAL,69.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,TOTAL,64.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,TOTAL,66.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,TOTAL,59.3,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,STARTS,TOTAL,62.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,STARTS,TOTAL,60.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,STARTS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,STARTS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,E_TOTAL,7.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,STARTS,E_TOTAL,8.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,TOTAL,97.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,TOTAL,103.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,TOTAL,114.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,TOTAL,121.7,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,STARTS,TOTAL,146.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,STARTS,TOTAL,132.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,TOTAL,131.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,TOTAL,115.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,TOTAL,117.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,TOTAL,115.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-12-01,STARTS,TOTAL,108.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,STARTS,E_TOTAL,5.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,STARTS,E_TOTAL,6.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,TOTAL,22.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,TOTAL,25.9,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,TOTAL,19.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,TOTAL,28.5,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-05-01,STARTS,TOTAL,31.6,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,TOTAL,34.8,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,TOTAL,25.4,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,TOTAL,25.1,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,TOTAL,29.2,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-11-01,STARTS,TOTAL,28.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-01-01,STARTS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-02-01,STARTS,E_TOTAL,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-03-01,STARTS,E_TOTAL,12.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-04-01,STARTS,E_TOTAL,13.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-06-01,STARTS,E_TOTAL,11.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-07-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-08-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-09-01,STARTS,E_TOTAL,10.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2023-10-01,STARTS,E_TOTAL,9.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,TOTAL,208.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,TOTAL,324.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,TOTAL,219.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,TOTAL,197.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-09-01,ACOMPLETIONS,TOTAL,204.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-10-01,ACOMPLETIONS,TOTAL,224.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-11-01,ACOMPLETIONS,TOTAL,176.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-12-01,ACOMPLETIONS,TOTAL,202.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-01-01,ACOMPLETIONS,E_TOTAL,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,ACOMPLETIONS,E_TOTAL,15.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-03-01,ACOMPLETIONS,E_TOTAL,15.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,ACOMPLETIONS,E_TOTAL,16.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,E_TOTAL,16.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,E_TOTAL,15.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,E_TOTAL,14.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,E_TOTAL,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-09-01,ACOMPLETIONS,E_TOTAL,13.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-10-01,ACOMPLETIONS,E_TOTAL,12.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-11-01,ACOMPLETIONS,E_TOTAL,12.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-12-01,ACOMPLETIONS,E_TOTAL,11.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-01-01,ACOMPLETIONS,TOTAL,91.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,ACOMPLETIONS,TOTAL,122.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-03-01,ACOMPLETIONS,TOTAL,88.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,ACOMPLETIONS,TOTAL,154.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,TOTAL,102.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,TOTAL,153.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,TOTAL,109.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,TOTAL,127.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-09-01,ACOMPLETIONS,TOTAL,178.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-10-01,ACOMPLETIONS,TOTAL,171.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-11-01,ACOMPLETIONS,TOTAL,170.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-12-01,ACOMPLETIONS,TOTAL,132.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-01-01,ACOMPLETIONS,E_TOTAL,25.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,ACOMPLETIONS,E_TOTAL,21.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-03-01,ACOMPLETIONS,E_TOTAL,19.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,ACOMPLETIONS,E_TOTAL,20.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,E_TOTAL,17.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,E_TOTAL,17.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,E_TOTAL,17.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,E_TOTAL,17.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-09-01,ACOMPLETIONS,E_TOTAL,17.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-10-01,ACOMPLETIONS,E_TOTAL,15.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-11-01,ACOMPLETIONS,E_TOTAL,17.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-12-01,ACOMPLETIONS,E_TOTAL,17.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-01-01,ACOMPLETIONS,TOTAL,798.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,ACOMPLETIONS,TOTAL,936.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-03-01,ACOMPLETIONS,TOTAL,824.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,ACOMPLETIONS,TOTAL,937.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,TOTAL,871.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,TOTAL,906.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,TOTAL,901.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,TOTAL,1074.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-09-01,ACOMPLETIONS,TOTAL,855.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-10-01,ACOMPLETIONS,TOTAL,796.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-11-01,ACOMPLETIONS,TOTAL,891.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-12-01,ACOMPLETIONS,TOTAL,763.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-01-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-03-01,ACOMPLETIONS,E_TOTAL,11.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,E_TOTAL,9.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,E_TOTAL,8.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-09-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-10-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-11-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-12-01,ACOMPLETIONS,E_TOTAL,10.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-01-01,ACOMPLETIONS,TOTAL,1500.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,ACOMPLETIONS,TOTAL,1674.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-03-01,ACOMPLETIONS,TOTAL,1487.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,ACOMPLETIONS,TOTAL,1662.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,TOTAL,1561.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,TOTAL,1731.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,TOTAL,1635.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,TOTAL,1755.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-09-01,ACOMPLETIONS,TOTAL,1671.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-10-01,ACOMPLETIONS,TOTAL,1636.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-11-01,ACOMPLETIONS,TOTAL,1618.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-12-01,ACOMPLETIONS,TOTAL,1527.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,ACOMPLETIONS,E_TOTAL,7.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-03-01,ACOMPLETIONS,E_TOTAL,7.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,ACOMPLETIONS,E_TOTAL,7.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,E_TOTAL,7.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,E_TOTAL,6.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,E_TOTAL,6.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,E_TOTAL,7.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-10-01,ACOMPLETIONS,E_TOTAL,7.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-11-01,ACOMPLETIONS,E_TOTAL,7.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-12-01,ACOMPLETIONS,E_TOTAL,7.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-01-01,ACOMPLETIONS,TOTAL,370.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,ACOMPLETIONS,TOTAL,355.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,ACOMPLETIONS,TOTAL,351.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,ACOMPLETIONS,TOTAL,380.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,ACOMPLETIONS,TOTAL,348.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,ACOMPLETIONS,TOTAL,406.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,ACOMPLETIONS,TOTAL,357.0,True,CENSUS_RES,2025-10-25 23:14:16.075132
2024-02-01,UNDERCONST,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2024-03-01,UNDERCONST,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2024-04-01,UNDERCONST,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2024-05-01,UNDERCONST,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2024-06-01,UNDERCONST,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2024-07-01,UNDERCONST,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2024-08-01,UNDERCONST,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
2024-09-01,UNDERCONST,E_SINGLE,4.0,False,CENSUS_RES,2025-10-25 23:14:16.075132
