source,url,published,title,headline_vader,finbert_neg,finbert_neu,finbert_pos,finbert_score,lang,match_metals,match_adjacent_industries
Unknown,https://www.thecourier.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T091500Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.naroomanewsonline.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T083000Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.portstephensexaminer.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T103000Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.sconeadvocate.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T071500Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.irrigator.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T071500Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.lithgowmercury.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T070000Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.cootamundraherald.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T083000Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.nvi.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T083000Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.easternriverinachronicle.com.au/story/9099555/we-need-energy-leader-touts-gas-to-save-smelter-jobs/,20251029T091500Z,  We need energy : leader touts gas to save smelter jobs,0.6369,0.6413721442222595,0.3217030167579651,0.03692486882209778,-0.6044472754001617,en,True,True
Unknown,https://www.afr.com/policy/energy-and-climate/shovel-ready-renewables-projects-grind-to-a-halt-20251027-p5n5na,20251027T204500Z,Clean Energy Regulator : Shovel - ready projects at lowest level since 2016,0.5719,0.9671661257743835,0.024576371535658836,0.008257563225924969,-0.9589085625484586,en,False,True
